Year,CountryCode,Population
1999,ROU,22472040
2000,ROU,22442971
2001,ROU,22131970
2002,ROU,21730496
2003,ROU,21574326
2004,ROU,21451748
2005,ROU,21319685
2006,ROU,21193760
2007,ROU,20882982
2008,ROU,20537875
2009,ROU,20367487
2010,ROU,20246871
2011,ROU,20147528
2012,ROU,20058035
2013,ROU,19983693
1960,RUS,119897000
1961,RUS,121236000
1962,RUS,122591000
1963,RUS,123960000
1964,RUS,125345000
1965,RUS,126745000
1966,RUS,127468000
1967,RUS,128196000
1968,RUS,128928000
1969,RUS,129664000
1970,RUS,130404000
1971,RUS,131155000
1972,RUS,131909000
1973,RUS,132669000
1974,RUS,133432000
1975,RUS,134200000
1976,RUS,135147000
1977,RUS,136100000
1978,RUS,137060000
1979,RUS,138027000
1980,RUS,139010000
1981,RUS,139941000
1982,RUS,140823000
1983,RUS,141668000
1984,RUS,142745000
1985,RUS,143858000
1986,RUS,144894000
1987,RUS,145908000
1988,RUS,146857000
1989,RUS,147721000
1990,RUS,147969407
1991,RUS,148394216
1992,RUS,148538197
1993,RUS,148458777
1994,RUS,148407912
1995,RUS,148375787
1996,RUS,148160129
1997,RUS,147915361
1998,RUS,147670784
1999,RUS,147214776
2000,RUS,146596869
2001,RUS,145976482
2002,RUS,145306497
2003,RUS,144648618
2004,RUS,144067316
2005,RUS,143518814
2006,RUS,143049637
2007,RUS,142805114
2008,RUS,142742366
2009,RUS,142785349
2010,RUS,142849468
2011,RUS,142960908
2012,RUS,143201721
2013,RUS,143506995
1960,RWA,2966162
1961,RWA,3046654
1962,RWA,3122124
1963,RWA,3191311
1964,RWA,3263640
1965,RWA,3348631
1966,RWA,3444021
1967,RWA,3549461
1968,RWA,3662010
1969,RWA,3777879
1970,RWA,3896367
1971,RWA,4015403
1972,RWA,4135579
1973,RWA,4259484
1974,RWA,4386369
1975,RWA,4515756
1976,RWA,4648207
1977,RWA,4783252
1978,RWA,4921953
1979,RWA,5074374
1980,RWA,5247532
1981,RWA,5441966
1982,RWA,5652900
1983,RWA,5859396
1984,RWA,6056729
1985,RWA,6266752
1986,RWA,6497804
1987,RWA,6735829
1988,RWA,6953975
1989,RWA,7141974
1990,RWA,7319962
1991,RWA,7485681
1992,RWA,7657208
1993,RWA,7904740
1994,RWA,6732665
1995,RWA,5686897
1996,RWA,6715510
1997,RWA,7666732
1998,RWA,7914645
1999,RWA,8009587
2000,RWA,8109989
2001,RWA,8223941
2002,RWA,8372306
2003,RWA,8567992
2004,RWA,8791853
2005,RWA,9026299
2006,RWA,9270066
2007,RWA,9523168
2008,RWA,9781996
2009,RWA,10043737
2010,RWA,10309031
2011,RWA,10576932
2012,RWA,10840334
2013,RWA,11101350
1960,SAS,571283033
1961,SAS,584883506
1962,SAS,598869387
1963,SAS,613229525
1964,SAS,627943361
1965,SAS,642724630
1966,SAS,657462990
1967,SAS,672488495
1968,SAS,688104253
1969,SAS,704208559
1970,SAS,720496162
1971,SAS,736228624
1972,SAS,752485568
1973,SAS,770165966
1974,SAS,788296824
1975,SAS,806685026
1976,SAS,825242937
1977,SAS,844313926
1978,SAS,863971060
1979,SAS,884140063
1980,SAS,905085264
1981,SAS,926290449
1982,SAS,948106347
1983,SAS,971004522
1984,SAS,994421612
1985,SAS,1018226720
1986,SAS,1042259867
1987,SAS,1066468674
1988,SAS,1091108954
1989,SAS,1116263876
1990,SAS,1141434379
1991,SAS,1166599697
1992,SAS,1192502803
1993,SAS,1219279298
1994,SAS,1246240229
1995,SAS,1272943087
1996,SAS,1299452085
1997,SAS,1326029761
1998,SAS,1352853147
1999,SAS,1379867738
2000,SAS,1406946728
2001,SAS,1434306106
2002,SAS,1462021914
2003,SAS,1489278936
2004,SAS,1515599723
2005,SAS,1541135031
2006,SAS,1565718156
2007,SAS,1589218004
2008,SAS,1612407426
2009,SAS,1636052663
2010,SAS,1660139325
2011,SAS,1684436757
2012,SAS,1708114582
2013,SAS,1731137145
1960,SAU,4165563
1961,SAU,4306048
1962,SAU,4458516
1963,SAU,4621655
1964,SAU,4795130
1965,SAU,4978922
1966,SAU,5173237
1967,SAU,5381026
1968,SAU,5604582
1969,SAU,5844843
1970,SAU,6106191
1971,SAU,6396658
1972,SAU,6724260
1973,SAU,7088758
1974,SAU,7483506
1975,SAU,7897544
1976,SAU,8319556
1977,SAU,8755219
1978,SAU,9210564
1979,SAU,9682002
1980,SAU,10171710
1981,SAU,10678211
1982,SAU,11201154
1983,SAU,11746020
1984,SAU,12310361
1985,SAU,12890245
1986,SAU,13483349
1987,SAU,14089798
1988,SAU,14713715
1989,SAU,15353227
1990,SAU,16004763
1991,SAU,16654276
1992,SAU,17281350
1993,SAU,17846461
1994,SAU,18367528
1995,SAU,18888857
1996,SAU,19410280
1997,SAU,19938377
1998,SAU,20472580
1999,SAU,21009660
2000,SAU,21547390
2001,SAU,22085929
2002,SAU,22623415
2003,SAU,23150847
2004,SAU,23661808
2005,SAU,24397644
2006,SAU,25382870
2007,SAU,26400068
2008,SAU,27437353
2009,SAU,28483797
2010,SAU,29411929
2011,SAU,30150945
2012,SAU,30821543
2013,SAU,31482498
1960,SDN,8326462
1961,SDN,8577490
1962,SDN,8841338
1963,SDN,9115091
1964,SDN,9406702
1965,SDN,9712785
1966,SDN,10014505
1967,SDN,10320500
1968,SDN,10638899
1969,SDN,10966145
1970,SDN,11305206
1971,SDN,11668921
1972,SDN,12057260
1973,SDN,12469591
1974,SDN,12950962
1975,SDN,13497543
1976,SDN,14066007
1977,SDN,14667218
1978,SDN,15305806
1979,SDN,15973034
1980,SDN,16673586
1981,SDN,17404336
1982,SDN,18128631
1983,SDN,18733995
1984,SDN,19165837
1985,SDN,19517196
1986,SDN,19887452
1987,SDN,20230532
1988,SDN,20453819
1989,SDN,20718709
1990,SDN,21090886
1991,SDN,21453711
1992,SDN,21780059
1993,SDN,22163251
1994,SDN,22703631
1995,SDN,23290602
1996,SDN,23862258
1997,SDN,24454372
1998,SDN,25029144
1999,SDN,25634162
2000,SDN,26298773
2001,SDN,26947253
2002,SDN,27570318
2003,SDN,28188977
2004,SDN,28831550
2005,SDN,29540577
2006,SDN,30332968
2007,SDN,31191163
2008,SDN,32065241
2009,SDN,32948155
2010,SDN,33739933
2011,SDN,34419624
2012,SDN,35159792
2013,SDN,35990704
1960,SEN,3273177
1961,SEN,3367082
1962,SEN,3463524
1963,SEN,3562469
1964,SEN,3664599
1965,SEN,3770874
1966,SEN,3881994
1967,SEN,3997869
1968,SEN,4117659
1969,SEN,4240859
1970,SEN,4367744
1971,SEN,4498616
1972,SEN,4633452
1973,SEN,4772039
1974,SEN,4911421
1975,SEN,5047922
1976,SEN,5181195
1977,SEN,5308297
1978,SEN,5433225
1979,SEN,5564474
1980,SEN,5703869
1981,SEN,5852029
1982,SEN,6008392
1983,SEN,6171874
1984,SEN,6341801
1985,SEN,6520705
1986,SEN,6710885
1987,SEN,6909837
1988,SEN,7113636
1989,SEN,7321832
1990,SEN,7536001
1991,SEN,7754289
1992,SEN,7974514
1993,SEN,8196551
1994,SEN,8416997
1995,SEN,8632681
1996,SEN,8843423
1997,SEN,9051539
1998,SEN,9261526
1999,SEN,9478564
2000,SEN,9704287
2001,SEN,9938027
2002,SEN,10180950
2003,SEN,10434504
2004,SEN,10698691
2005,SEN,10974057
2006,SEN,11263387
2007,SEN,11563869
2008,SEN,11872929
2009,SEN,12195029
2010,SEN,12530121
2011,SEN,12875880
2012,SEN,13231833
2013,SEN,13595566
1960,SGP,1646400
1961,SGP,1702400
1962,SGP,1750200
1963,SGP,1795000
1964,SGP,1841600
1965,SGP,1886900
1966,SGP,1934400
1967,SGP,1977600
1968,SGP,2012000
1969,SGP,2042500
1970,SGP,2074507
1971,SGP,2112900
1972,SGP,2152400
1973,SGP,2193000
1974,SGP,2229800
1975,SGP,2262600
1976,SGP,2293300
1977,SGP,2325300
1978,SGP,2353600
1979,SGP,2383500
1980,SGP,2413945
1981,SGP,2532835
1982,SGP,2646466
1983,SGP,2681061
1984,SGP,2732221
1985,SGP,2735957
1986,SGP,2733373
1987,SGP,2774789
1988,SGP,2846108
1989,SGP,2930901
1990,SGP,3047132
1991,SGP,3135083
1992,SGP,3230698
1993,SGP,3313471
1994,SGP,3419048
1995,SGP,3524506
1996,SGP,3670704
1997,SGP,3796038
1998,SGP,3927213
1999,SGP,3958723
2000,SGP,4027887
2001,SGP,4138012
2002,SGP,4175950
2003,SGP,4114826
2004,SGP,4166664
2005,SGP,4265762
2006,SGP,4401365
2007,SGP,4588599
2008,SGP,4839396
2009,SGP,4987573
2010,SGP,5076732
2011,SGP,5183688
2012,SGP,5312437
2013,SGP,5399162
1960,SLB,133440
1961,SLB,136780
1962,SLB,140254
1963,SLB,143863
1964,SLB,147609
1965,SLB,151495
1966,SLB,155514
1967,SLB,159667
1968,SLB,163973
1969,SLB,168399
1970,SLB,172833
1971,SLB,177264
1972,SLB,181876
1973,SLB,186816
1974,SLB,192155
1975,SLB,197853
1976,SLB,204082
1977,SLB,210932
1978,SLB,218193
1979,SLB,225786
1980,SLB,233668
1981,SLB,241827
1982,SLB,250250
1983,SLB,258945
1984,SLB,267913
1985,SLB,277158
1986,SLB,286527
1987,SLB,295836
1988,SLB,305132
1989,SLB,314560
1990,SLB,324171
1991,SLB,333952
1992,SLB,343916
1993,SLB,354086
1994,SLB,364505
1995,SLB,375189
1996,SLB,386069
1997,SLB,397050
1998,SLB,408145
1999,SLB,419229
2000,SLB,429978
2001,SLB,440395
2002,SLB,450760
2003,SLB,461216
2004,SLB,471785
2005,SLB,482486
2006,SLB,493430
2007,SLB,504619
2008,SLB,516001
2009,SLB,527833
2010,SLB,540394
2011,SLB,553721
2012,SLB,567763
2013,SLB,582365
1960,SLE,2301310
1961,SLE,2341065
1962,SLE,2382914
1963,SLE,2426750
1964,SLE,2472686
1965,SLE,2520576
1966,SLE,2569736
1967,SLE,2620396
1968,SLE,2672370
1969,SLE,2724901
1970,SLE,2778557
1971,SLE,2832392
1972,SLE,2886642
1973,SLE,2942333
1974,SLE,2998843
1975,SLE,3055916
1976,SLE,3112863
1977,SLE,3172195
1978,SLE,3235170
1979,SLE,3300032
1980,SLE,3367477
1981,SLE,3437108
1982,SLE,3509197
1983,SLE,3585773
1984,SLE,3666262
1985,SLE,3749419
1986,SLE,3842917
1987,SLE,3947865
1988,SLE,4056215
1989,SLE,4159163
1990,SLE,4325388
1991,SLE,4378169
1992,SLE,4301566
1993,SLE,4295689
1994,SLE,4314953
1995,SLE,4324149
1996,SLE,4347370
1997,SLE,4405028
1998,SLE,4449975
1999,SLE,4475145
2000,SLE,4584067
2001,SLE,4857096
2002,SLE,5140113
2003,SLE,5350907
2004,SLE,5533329
2005,SLE,5683334
2006,SLE,5809774
2007,SLE,5939163
2008,SLE,6090860
2009,SLE,6259842
2010,SLE,6436698
2011,SLE,6612385
2012,SLE,6788587
2013,SLE,6964859
1960,SLV,2779327
1961,SLV,2858896
1962,SLV,2937821
1963,SLV,3014885
1964,SLV,3095170
1965,SLV,3179506
1966,SLV,3266436
1967,SLV,3354611
1968,SLV,3443251
1969,SLV,3530958
1970,SLV,3619090
1971,SLV,3708010
1972,SLV,3798109
1973,SLV,3890639
1974,SLV,3984049
1975,SLV,4076751
1976,SLV,4166890
1977,SLV,4256699
1978,SLV,4346522
1979,SLV,4433041
1980,SLV,4508992
1981,SLV,4549173
1982,SLV,4599904
1983,SLV,4689680
1984,SLV,4782219
1985,SLV,4876757
1986,SLV,4970788
1987,SLV,5067200
1988,SLV,5170440
1989,SLV,5270825
1990,SLV,5367179
1991,SLV,5461070
1992,SLV,5552206
1993,SLV,5630987
1994,SLV,5693038
1995,SLV,5748195
1996,SLV,5797140
1997,SLV,5842638
1998,SLV,5885083
1999,SLV,5923852
2000,SLV,5958482
2001,SLV,5988095
2002,SLV,6011275
2003,SLV,6026849
2004,SLV,6035655
2005,SLV,6037817
2006,SLV,6034436
2007,SLV,6044131
2008,SLV,6068099
2009,SLV,6091188
2010,SLV,6114034
2011,SLV,6137349
2012,SLV,6161289
2013,SLV,6185642
1960,SMR,15556
1961,SMR,15895
1962,SMR,16242
1963,SMR,16583
1964,SMR,16926
1965,SMR,17273
1966,SMR,17588
1967,SMR,17907
1968,SMR,18291
1969,SMR,18403
1970,SMR,18169
1971,SMR,18212
1972,SMR,18575
1973,SMR,19010
1974,SMR,19439
1975,SMR,19803
1976,SMR,20160
1977,SMR,20482
1978,SMR,20795
1979,SMR,21087
1980,SMR,21346
1981,SMR,21596
1982,SMR,21804
1983,SMR,21973
1984,SMR,22096
1985,SMR,22241
1986,SMR,22390
1987,SMR,22437
1988,SMR,22542
1989,SMR,22803
1990,SMR,23132
1991,SMR,23459
1992,SMR,23808
1993,SMR,24181
1994,SMR,24535
1995,SMR,24886
1996,SMR,25235
1997,SMR,25596
1998,SMR,25997
1999,SMR,26404
2000,SMR,26823
2001,SMR,27335
2002,SMR,27969
2003,SMR,28601
2004,SMR,29093
2005,SMR,29508
2006,SMR,29959
2007,SMR,30372
2008,SMR,30700
2009,SMR,31059
2010,SMR,31608
2011,SMR,32495
2012,SMR,33132
2013,SMR,33285
1960,SOM,2870732
1961,SOM,2945662
1962,SOM,3022827
1963,SOM,3102170
1964,SOM,3183590
1965,SOM,3267593
1966,SOM,3353665
1967,SOM,3441799
1968,SOM,3532420
1969,SOM,3625274
1970,SOM,3720977
1971,SOM,3818389
1972,SOM,3918220
1973,SOM,4022336
1974,SOM,4125823
1975,SOM,4228289
1976,SOM,4333779
1977,SOM,4449505
1978,SOM,4777703
1979,SOM,5408813
1980,SOM,5892224
1981,SOM,5934938
1982,SOM,5951805
1983,SOM,6142513
1984,SOM,6369020
1985,SOM,6630637
1986,SOM,6908579
1987,SOM,7158004
1988,SOM,7160461
1989,SOM,7035378
1990,SOM,6999096
1991,SOM,6732702
1992,SOM,6428141
1993,SOM,6620729
1994,SOM,6959828
1995,SOM,7210930
1996,SOM,7472450
1997,SOM,7734313
1998,SOM,8056862
1999,SOM,8384479
2000,SOM,8721465
2001,SOM,9070747
2002,SOM,9411103
2003,SOM,9758281
2004,SOM,10117354
2005,SOM,10467292
2006,SOM,10784973
2007,SOM,11118092
2008,SOM,11444870
2009,SOM,11730037
2010,SOM,12026649
2011,SOM,12216837
2012,SOM,12440326
2013,SOM,12852485
1960,SRB,6608000
1961,SRB,6655000
1962,SRB,6696000
1963,SRB,6732000
1964,SRB,6765000
1965,SRB,6794000
1966,SRB,6841000
1967,SRB,6880000
1968,SRB,6915000
1969,SRB,6945000
1970,SRB,6972000
1971,SRB,7013000
1972,SRB,7053000
1973,SRB,7091000
1974,SRB,7128000
1975,SRB,7163000
1976,SRB,7214000
1977,SRB,7258000
1978,SRB,7297000
1979,SRB,7332000
1980,SRB,7362000
1981,SRB,7405000
1982,SRB,7440000
1983,SRB,7468000
1984,SRB,7489000
1985,SRB,7504000
1986,SRB,7536000
1987,SRB,7558000
1988,SRB,7572000
1989,SRB,7581000
1990,SRB,7586000
1991,SRB,7595636
1992,SRB,7646424
1993,SRB,7699307
1994,SRB,7734639
1995,SRB,7625357
1996,SRB,7617794
1997,SRB,7596501
1998,SRB,7567745
1999,SRB,7540401
2000,SRB,7516346
2001,SRB,7503433
2002,SRB,7496522
2003,SRB,7480591
2004,SRB,7463157
2005,SRB,7440769
2006,SRB,7411569
2007,SRB,7381579
2008,SRB,7350222
2009,SRB,7320807
2010,SRB,7291436
2011,SRB,7234099
2012,SRB,7199077
2013,SRB,7164132
1960,STP,68038
1961,STP,68705
1962,STP,69520
1963,STP,70272
1964,STP,70992
1965,STP,71730
1966,STP,72567
1967,STP,73564
1968,STP,74739
1969,STP,76059
1970,STP,77583
1971,STP,79226
1972,STP,80835
1973,STP,82472
1974,STP,84189
1975,STP,86037
1976,STP,88078
1977,STP,90299
1978,STP,92659
1979,STP,95017
1980,STP,97210
1981,STP,99170
1982,STP,100931
1983,STP,102650
1984,STP,104497
1985,STP,106607
1986,STP,108966
1987,STP,111610
1988,STP,114513
1989,STP,117445
1990,STP,120343
1991,STP,123084
1992,STP,125648
1993,STP,128182
1994,STP,130666
1995,STP,133077
1996,STP,135412
1997,STP,137656
1998,STP,139790
1999,STP,141808
2000,STP,143714
2001,STP,146258
2002,STP,149841
2003,STP,153762
2004,STP,157697
2005,STP,161680
2006,STP,165725
2007,STP,169845
2008,STP,174004
2009,STP,178128
2010,STP,182138
2011,STP,186044
2012,STP,189924
2013,STP,193757
1960,SUR,268396
1961,SUR,277969
1962,SUR,288291
1963,SUR,299332
1964,SUR,310288
1965,SUR,321069
1966,SUR,332142
1967,SUR,343620
1968,SUR,355468
1969,SUR,367618
1970,SUR,379918
1971,SUR,392026
1972,SUR,397529
1973,SUR,396331
1974,SUR,394519
1975,SUR,392137
1976,SUR,389231
1977,SUR,385810
1978,SUR,381885
1979,SUR,377362
1980,SUR,375112
1981,SUR,375859
1982,SUR,377288
1983,SUR,379409
1984,SUR,382617
1985,SUR,387171
1986,SUR,392372
1987,SUR,396867
1988,SUR,402139
1989,SUR,408360
1990,SUR,412756
1991,SUR,415981
1992,SUR,419521
1993,SUR,422375
1994,SUR,426548
1995,SUR,434490
1996,SUR,443834
1997,SUR,452887
1998,SUR,461749
1999,SUR,470458
2000,SUR,478998
2001,SUR,487394
2002,SUR,495666
2003,SUR,503780
2004,SUR,510572
2005,SUR,516220
2006,SUR,522023
2007,SUR,527946
2008,SUR,533938
2009,SUR,539987
2010,SUR,546080
2011,SUR,552146
2012,SUR,558111
2013,SUR,563947
1960,SVK,4068095
1961,SVK,4191667
1962,SVK,4238188
1963,SVK,4282017
1964,SVK,4327341
1965,SVK,4370983
1966,SVK,4411666
1967,SVK,4449367
1968,SVK,4483915
1969,SVK,4518607
1970,SVK,4538223
1971,SVK,4557449
1972,SVK,4596622
1973,SVK,4641445
1974,SVK,4689623
1975,SVK,4739105
1976,SVK,4789507
1977,SVK,4840501
1978,SVK,4890125
1979,SVK,4938973
1980,SVK,4979815
1981,SVK,5016105
1982,SVK,5055099
1983,SVK,5091971
1984,SVK,5127097
1985,SVK,5161768
1986,SVK,5193838
1987,SVK,5222840
1988,SVK,5250596
1989,SVK,5275942
1990,SVK,5299187
1991,SVK,5303294
1992,SVK,5305016
1993,SVK,5325305
1994,SVK,5346331
1995,SVK,5361999
1996,SVK,5373361
1997,SVK,5383291
1998,SVK,5390516
1999,SVK,5396020
2000,SVK,5388720
2001,SVK,5378867
2002,SVK,5376912
2003,SVK,5373374
2004,SVK,5372280
2005,SVK,5372807
2006,SVK,5373054
2007,SVK,5374622
2008,SVK,5379233
2009,SVK,5386406
2010,SVK,5391428
2011,SVK,5398384
2012,SVK,5407579
2013,SVK,5413393
1960,SVN,1584720
1961,SVN,1594131
1962,SVN,1603649
1963,SVN,1616971
1964,SVN,1632114
1965,SVN,1649160
1966,SVN,1669905
1967,SVN,1689528
1968,SVN,1704546
1969,SVN,1713874
1970,SVN,1724891
1971,SVN,1738335
1972,SVN,1752233
1973,SVN,1766697
1974,SVN,1776132
1975,SVN,1793581
1976,SVN,1820249
1977,SVN,1842377
1978,SVN,1862548
1979,SVN,1882599
1980,SVN,1901315
1981,SVN,1906531
1982,SVN,1910334
1983,SVN,1922321
1984,SVN,1932154
1985,SVN,1941641
1986,SVN,1965964
1987,SVN,1989776
1988,SVN,1995196
1989,SVN,1996351
1990,SVN,1998161
1991,SVN,1999429
1992,SVN,1996498
1993,SVN,1991746
1994,SVN,1989443
1995,SVN,1989872
1996,SVN,1988628
1997,SVN,1985956
1998,SVN,1981629
1999,SVN,1983045
2000,SVN,1988925
2001,SVN,1992060
2002,SVN,1994530
2003,SVN,1995733
2004,SVN,1997012
2005,SVN,2000474
2006,SVN,2006868
2007,SVN,2018122
2008,SVN,2021316
2009,SVN,2039669
2010,SVN,2048583
2011,SVN,2052843
2012,SVN,2057159
2013,SVN,2059953
1960,SWE,7484656
1961,SWE,7519998
1962,SWE,7561588
1963,SWE,7604328
1964,SWE,7661354
1965,SWE,7733853
1966,SWE,7807797
1967,SWE,7867931
1968,SWE,7912273
1969,SWE,7968072
1970,SWE,8042801
1971,SWE,8098334
1972,SWE,8122300
1973,SWE,8136312
1974,SWE,8159955
1975,SWE,8192437
1976,SWE,8222286
1977,SWE,8251540
1978,SWE,8275599
1979,SWE,8293678
1980,SWE,8310531
1981,SWE,8320503
1982,SWE,8325263
1983,SWE,8329033
1984,SWE,8336605
1985,SWE,8350386
1986,SWE,8369829
1987,SWE,8397804
1988,SWE,8436489
1989,SWE,8492964
1990,SWE,8558835
1991,SWE,8617375
1992,SWE,8668067
1993,SWE,8718561
1994,SWE,8780745
1995,SWE,8826939
1996,SWE,8840998
1997,SWE,8846062
1998,SWE,8850974
1999,SWE,8857874
2000,SWE,8872109
2001,SWE,8895960
2002,SWE,8924958
2003,SWE,8958229
2004,SWE,8993531
2005,SWE,9029572
2006,SWE,9080505
2007,SWE,9148092
2008,SWE,9219637
2009,SWE,9298515
2010,SWE,9378126
2011,SWE,9449213
2012,SWE,9519374
2013,SWE,9600379
1960,SWZ,345065
1961,SWZ,352971
1962,SWZ,361070
1963,SWZ,369527
1964,SWZ,378531
1965,SWZ,388317
1966,SWZ,398861
1967,SWZ,409638
1968,SWZ,420373
1969,SWZ,431366
1970,SWZ,442865
1971,SWZ,454913
1972,SWZ,467512
1973,SWZ,480668
1974,SWZ,494624
1975,SWZ,509535
1976,SWZ,525457
1977,SWZ,542328
1978,SWZ,560236
1979,SWZ,579091
1980,SWZ,598564
1981,SWZ,616210
1982,SWZ,634439
1983,SWZ,655505
1984,SWZ,677303
1985,SWZ,702400
1986,SWZ,730150
1987,SWZ,758669
1988,SWZ,794434
1989,SWZ,825952
1990,SWZ,854011
1991,SWZ,889712
1992,SWZ,925165
1993,SWZ,953451
1994,SWZ,953737
1995,SWZ,953573
1996,SWZ,973587
1997,SWZ,990734
1998,SWZ,1005158
1999,SWZ,1018370
2000,SWZ,1030496
2001,SWZ,1041396
2002,SWZ,1050809
2003,SWZ,1058797
2004,SWZ,1065764
2005,SWZ,1071886
2006,SWZ,1077735
2007,SWZ,1084008
2008,SWZ,1089870
2009,SWZ,1094886
2010,SWZ,1099920
2011,SWZ,1105371
2012,SWZ,1111444
2013,SWZ,1118319
1960,SXM,2646
1961,SXM,2888
1962,SXM,3171
1963,SXM,3481
1964,SXM,3811
1965,SXM,4161
1966,SXM,4531
1967,SXM,4930
1968,SXM,5354
1969,SXM,5795
1970,SXM,6260
1971,SXM,6736
1972,SXM,7226
1973,SXM,7750
1974,SXM,8312
1975,SXM,8906
1976,SXM,9523
1977,SXM,10172
1978,SXM,10850
1979,SXM,11542
1980,SXM,12243
1981,SXM,13134
1982,SXM,14418
1983,SXM,15927
1984,SXM,17474
1985,SXM,19064
1986,SXM,20703
1987,SXM,22395
1988,SXM,24139
1989,SXM,25952
1990,SXM,27845
1991,SXM,29820
1992,SXM,31345
1993,SXM,31823
1994,SXM,31735
1995,SXM,31596
1996,SXM,31410
1997,SXM,31195
1998,SXM,31240
1999,SXM,31084
2000,SXM,30519
2001,SXM,30600
2002,SXM,30777
2003,SXM,31472
2004,SXM,32488
2005,SXM,33011
2006,SXM,33441
2007,SXM,33811
2008,SXM,33964
2009,SXM,34238
2010,SXM,34056
2011,SXM,33435
2012,SXM,34640
2013,SXM,36607
1960,SYC,41700
1961,SYC,42889
1962,SYC,44042
1963,SYC,45176
1964,SYC,46322
1965,SYC,47500
1966,SYC,48699
1967,SYC,49911
1968,SYC,51134
1969,SYC,52365
1970,SYC,53600
1971,SYC,54695
1972,SYC,56029
1973,SYC,56892
1974,SYC,57937
1975,SYC,59292
1976,SYC,60504
1977,SYC,61786
1978,SYC,62150
1979,SYC,62686
1980,SYC,63261
1981,SYC,64035
1982,SYC,64413
1983,SYC,64335
1984,SYC,64717
1985,SYC,65244
1986,SYC,65652
1987,SYC,68499
1988,SYC,68755
1989,SYC,69167
1990,SYC,69507
1991,SYC,70439
1992,SYC,70763
1993,SYC,72253
1994,SYC,74205
1995,SYC,75304
1996,SYC,76417
1997,SYC,77319
1998,SYC,78846
1999,SYC,80410
2000,SYC,81131
2001,SYC,81202
2002,SYC,83723
2003,SYC,82781
2004,SYC,82475
2005,SYC,82858
2006,SYC,84600
2007,SYC,85033
2008,SYC,86956
2009,SYC,87298
2010,SYC,89770
2011,SYC,87441
2012,SYC,88303
2013,SYC,89949
1960,SYR,4610712
1961,SYR,4751534
1962,SYR,4894995
1963,SYR,5045245
1964,SYR,5202846
1965,SYR,5368451
1966,SYR,5542003
1967,SYR,5723306
1968,SYR,5912715
1969,SYR,6111364
1970,SYR,6319199
1971,SYR,6538526
1972,SYR,6768544
1973,SYR,7003114
1974,SYR,7244901
1975,SYR,7497126
1976,SYR,7758673
1977,SYR,8029313
1978,SYR,8310217
1979,SYR,8600747
1980,SYR,8898954
1981,SYR,9203635
1982,SYR,9510754
1983,SYR,9835461
1984,SYR,10183138
1985,SYR,10540926
1986,SYR,10907619
1987,SYR,11281107
1988,SYR,11657772
1989,SYR,12034097
1990,SYR,12408996
1991,SYR,12782281
1992,SYR,13156406
1993,SYR,13537060
1994,SYR,13922626
1995,SYR,14313450
1996,SYR,14708879
1997,SYR,15103996
1998,SYR,15500542
1999,SYR,15901201
2000,SYR,16307654
2001,SYR,16727948
2002,SYR,17164021
2003,SYR,17611356
2004,SYR,18084007
2005,SYR,18583557
2006,SYR,19432009
2007,SYR,20703005
2008,SYR,21474059
2009,SYR,21827220
2010,SYR,22337563
2011,SYR,22730733
2012,SYR,22605577
2013,SYR,21495821
1960,TCA,5604
1961,TCA,5625
1962,TCA,5633
1963,TCA,5634
1964,TCA,5642
1965,TCA,5650
1966,TCA,5652
1967,TCA,5662
1968,TCA,5668
1969,TCA,5663
1970,TCA,5665
1971,TCA,5742
1972,TCA,5896
1973,TCA,6068
1974,TCA,6249
1975,TCA,6451
1976,TCA,6668
1977,TCA,6885
1978,TCA,7110
1979,TCA,7332
1980,TCA,7598
1981,TCA,7957
1982,TCA,8355
1983,TCA,8758
1984,TCA,9166
1985,TCA,9577
1986,TCA,9986
1987,TCA,10400
1988,TCA,10816
1989,TCA,11227
1990,TCA,11709
1991,TCA,12329
1992,TCA,13014
1993,TCA,13704
1994,TCA,14402
1995,TCA,15101
1996,TCA,15806
1997,TCA,16515
1998,TCA,17239
1999,TCA,17984
2000,TCA,18744
2001,TCA,19578
2002,TCA,20598
2003,TCA,21739
2004,TCA,22869
2005,TCA,23995
2006,TCA,25128
2007,TCA,26268
2008,TCA,27422
2009,TCA,28581
2010,TCA,29726
2011,TCA,30816
2012,TCA,32081
2013,TCA,33594
1960,TCD,3028688
1961,TCD,3087657
1962,TCD,3148242
1963,TCD,3210296
1964,TCD,3273419
1965,TCD,3336338
1966,TCD,3398664
1967,TCD,3461664
1968,TCD,3526770
1969,TCD,3595152
1970,TCD,3667394
1971,TCD,3742534
1972,TCD,3824399
1973,TCD,3912905
1974,TCD,4000559
1975,TCD,4084110
1976,TCD,4163051
1977,TCD,4238551
1978,TCD,4313479
1979,TCD,4402942
1980,TCD,4408230
1981,TCD,4409225
1982,TCD,4622828
1983,TCD,4859173
1984,TCD,4920556
1985,TCD,4967590
1986,TCD,5118160
1987,TCD,5300852
1988,TCD,5483038
1989,TCD,5670619
1990,TCD,5827069
1991,TCD,6042428
1992,TCD,6302926
1993,TCD,6448280
1994,TCD,6592998
1995,TCD,6888856
1996,TCD,7200291
1997,TCD,7450874
1998,TCD,7709115
1999,TCD,7981889
2000,TCD,8259137
2001,TCD,8538804
2002,TCD,8838369
2003,TCD,9196366
2004,TCD,9613503
2005,TCD,10005012
2006,TCD,10365614
2007,TCD,10722731
2008,TCD,11098664
